,room,size,floor,total_floors,address,area,agent,start_time,url,Description,price
847,2,47.0,1,4,"ул. Еремеева, 38",р-н Центр,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_47m_14et._2330241253,"Приобретайте квартиру, пока не выросли цены! 

Предлагается к покупке Евродвушка в ЖК Изумрудный.

Квартира с подготовкой под отделку.

Высокий первый этаж на уровне второго.

Балкона Нет.

Возможность воплотить любые дизайнерские решение.

Квартира с видом на озеро.

Низкие коммунальные платежи.

Если вы хотите жить в доме бизнес класса и в самом центре города, то этот вариант для Вас.

Не упустите свой шанс, записывайтесь на показ.

Компания «Про-Недвижимость Карелии» оказывает полный спектр услуг в сфере недвижимости: 

- помощь в получении ипотеки на самых выгодных условиях.

- полное сопровождение сделки.

- страхование.

- регистрация сделки в нашем офисе.

- зачет, обмен вашей недвижимости.

- недвижимость в Москве, Санкт-Петербурге, Сочи, Калининграде. 

Звоните сейчас!",7950000
848,4,84.4,1,5,"Сегежская ул., 1",р-н Ключевая,Агентство,2022-02-22,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_844_m_15_et._2289046857,"Предлагается к продаже просторная четырехкомнатная квартира на первом этаже пятиэтажного дома на ул. Сегежская д.1.
-Общая площадь-87 кв. М. 
-Кухня-7кв. М. 
-Раздельный санузел.
-Газовая колонка.
-Стеклопакеты.
Хорошие соседи, доброжелательные люди. 
Чистый подъезд. 
Во дворе есть детская площадка, место для парковки машин. 
Тёплая квартира, подходит для большой семьи. 

В шаговой доступности: Моу &quot;Средняя школа №3&quot; (с углубленным изучением иностранных языков), Гбоу РК «Школа-интернат №24», 2 детских сада, детская и взрослая поликлиника №4, городской центр &quot;Материнства и детства&quot;, бассейн Газпром, торговый центр &quot;Десяточка&quot;, салон красоты Unica, продуктовые магазины, аптеки, Сбербанк, почтовое отделение №33, рядом остановки общественного транспорта. 

Рядом находится Ключевской карьер — излюбленное место отдыха и рыбалки жителей микрорайона Ключевая. 

Форма Оплаты: любая- материнский капитал, ипотека более чем в 10 Банках, при оформлении ипотеки в Компании «Этажи — Петрозаводск». Компания «Этажи — Петрозаводск» не просто предоставляет услуги по купле-продаже недвижимости, а решает все Ваши вопросы под ключ! Не Упустите Свою Возможность, Звоните Прямо Сейчас! Номер в базе: 6977551. Район: Ключевая.",4790000
849,2,63.4,2,5,"мкр. Древлянка-7, стр. 35",р-н Древлянка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_634m_25et._2259597137,"Отличную квартиру улучшенной планировки в новом панельном доме 2022 года постройки в ЖК «Мелодия леса» на Древлянке по адресу ул. Маршала Толбухина, д.8 в современном доме комфорт-класса. 
Сдача Дома — 4 Квартал 2022 Года.
Общая площадь 57,73 кв. М. + 5,68 метров лоджия.
Кухня 15,48 кв. М и две жилые комнаты 19,28 и 11,70 кв. М, просторная прихожая — 6,63 кв. М., большой санузел — 4,64 кв. М.
Расположена на втором этаже. 
В квартире очень большие окна, много света. 
«под чистовую отделку». 
Чистый подъезд. 
На огороженной и охраняемой территории организовано видеонаблюдение, детские игровые комплексы с зонами для отдыха. 
Счетчики на отопление расположены на батареях и показания передаются автоматически. 
Отопление и горячее водоснабжение жилого комплекса производится за счет природного газа с использованием крышных газовых котельных. Круглый год в квартире будет горячая вода и теплоснабжение. 
Также в квартире имеется большая лоджия (застеклена) — 5,68 метров. 
Отличная планировка с отдельной большой кухней. Большая прихожая.
Высокие потолки -2,7 м. 
Низкие коммунальные платежи. 
Инфраструктура очень развита, в шаговой доступности есть абсолютно все для счастливой и комфортной жизни: рядом детские сады, в этом году вводится школа, магазины, аптеки, остановки общественного транспорта, детские площадки. 
Замечательный вариант для комфортного проживания. Квартира без обременение, документы готовы к продаже. Звоните! Ответим на все интересующие вопросы.",5800000
850,1,35.2,2,9,"ул. Кутузова, 46А",р-н Первомайский,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_352m_29et._2355158100,"Продается 1 ком. Квартира на 2 этаже 9 этажного панельного дома 2013 года. Общей площадью 35,2 кв. М. + лоджия 6 кв. М. Центральные коммуникации, счетчики на воду, чистый подъезд. Квартира чистая и светлая, остается кухонный гарнитур, шкафы, диван. Один собственник, обременений нет, готова к продаже. Рядом торговый центр, остановки общественного транспорта, магазины.",3850000
851,2,55.0,5,5,"Финский пр., 9",р-н Древлянка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_55m_55et._2324876845,"Продам двухкомнатную квартиру 55м2 с дизайнерским ремонтом. Отделка выполнена из качественных, дорогостоящих материалов. 
В доме один подъезд, низкая социальная нагрузка и всегда есть парковочные места. Остановка общественного транспорта, детский сад, новая, современная школа, продуктовые магазин, парковая зона — все в шаговой доступности. 

Для комфортного выезда из района дополнительно открыли 2 дороги (всего 3). 

В доме низкие коммунальные платежи, круглогодично есть горячая вода, индивидуальные счётчики отопления и возможностью регулировать подачу тепла (но квартира тёплая, поэтому батареи включала пару раз за осень-зиму). 

Есть гардеробная, благодаря чему много свободного места в комнатах. 
В кухне запланирована и приобретена вытяжка, но в связи с переездом не успела установить. 

В ванной, кухне и прихожей установлен тёплый пол. 

Современный натяжной потолок без использования канта (система euro craab), качественное освещение. 

Квартира почти новая, жила в ней всего пол года. Приобретена чуть больше года назад, есть моменты, которые необходимо доделать (установить вытяжку, люстру над столом, светильники и т. Д).",8000000
852,0,36.0,4,5,"Скандинавский пр., 8",р-н Древлянка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/kvartira-studiya_36m_45et._2307568376,"Продажа квартиры от собственника. 4 этаж — 5ти этажного дома. 
Удобное расположение квартиры, рядом остановки, магазины, садик. Тёплая уютная квартира с низкими коммунальными платежами. 
Кухня и бытовая техника установлены летом 2020г.",3800000
853,1,32.0,1,2,"Малая ул., 6Б",р-н Соломенное,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_32m_12et._2142096628,"Продам 1 ком. Кв. В районе Соломенное по ул. Малая д. 6б, дом 2018 года постройки, панельный, расположенная на 1/2 эт. Жилого дома. 

Квартира общ. Пл. 32 м2, с полной отделкой под ключ. 

В квартире остается все что присутствует на фото, а это вся мебель и бытовая техника. 

В доме центральное водоснабжение, канализация, отопление, эл. Плиты. 

В жилом доме присутствует продуктовый магазин, в ближайшее время откроется аптека. 

Отличное месторасположение дома обусловлено близостью общеобразовательной школы, детского сада, остановки общественного транспорта, сбербанка и остальных необходимых объектов городской инфраструктуры. 

Квартира освобождена, собственник один (совершеннолетний), прописанных нет. 

Рассмотрим разные варианты оплаты. 

В агентстве недвижимости «Любимый дом» Вы можете подать заявку на ипотеку в он-лайн режиме на выгодных для Вас условиях, как с первоначальным минимальным взносом, так и без него. 
Мы являемся официальными партнерами «Втб», Пао «Сбербанк», Россельхозбанк. 
Оказываем профессиональные услуги любой сложности: 
- ипотека (а так же военная ипотека), различные сертификаты;
- купить и продать дом, квартиру или земельный участок;
- зарегистрировать право собственности на жилье или земельный участок;
- оформить договора купли — продажи, дарения или мены;
- подготовить пакет документов в Регистрационную палату и для нотариуса;
- проверить недвижимость на чистоту сделки;
- составить другие юридические документы;
- срочный выкуп Вашей недвижимости за наличный расчет. 
Помощь в подборе недвижимости по городу Петрозаводску и Республики Карелия, бесплатная оценка рыночной стоимости. 
Индивидуальный подход к каждому клиенту, мы работаем на максимально выгодных для Вас условиях.",3500000
854,2,48.5,7,9,"б-р Интернационалистов, 8",р-н Древлянка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_485m_79et._2346513010,"Прoдaётcя новая 2-комнaтная квартира по адресу бульвaр Интернационалистов, 8 (ЖК «Иволга»). 

В прихожей, ванной / туалете (плитка Kerama Marazzi, джакузи) и спальне сделан полный косметический ремонт. 

Дом расположен в самом центре района Древлянка. Рядом с комплексом расположены 2 школы, 4 детских сада, ТЦ «Весна» и бассейн. 

Пpoдaжa без пoсрeдников. 

Квартиру продаём в связи с переездом в другой город.",5799999
855,2,36.6,1,2,"ул. Правды, 46",р-н Голиковка,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_366m_12et._2328401746,"Продам 2-х комнатную квартиру на Голиковке. Деревянный дом, первый этаж, комнаты смежные. Общее состояние: необходимо приложить руки. Из плюсов: планировка позволяет установить душевую кабину, центральное отопление, удобное расположение дома, нет оплаты за капитальный ремонт. Оплата только за наличный расчет (без ипотеки и сертификатов). Квартира освобождена: ключи в день оплаты. Звоните, приходите на просмотр.",1380000
856,3,181.0,6,7,"пр-т Ленина, 18Б",р-н Центр,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_181m_67et._2308643271,"Хотите жить в самом центре города, пользоваться всей желаемой инфраструктурой, не думать о парковочном месте и о безопасности своего автомобиля? И иметь возможность окунуться в пространство, наполненное свежим воздухом Онежского озера, прогулявшись по набережной? 

Продается очень теплая просторная с отличной звуко и шумоизоляцией, трехкомнатная квартира индивидуальной планировки в надежном, в кирпичном элитном доме 2001 года постройки.

За счет высокого этажа в квартире, намного светлее внутри и гораздо более свежий воздух.

Все в шаговой доступности: остановки общественного транспорта, магазины, кафе и рестораны, банки и иные организации, парки для прогулок. 

Имеет собственную закрытую территорию, парковку со шлагбаумом. 

Общая площадь 181 кв. М.

Основные преимущества: 
- Все сети в доме центральные: отопление, горячая и холодная вода- централизованные.
- Два бойлера на 100 и 200 литров.
- Достойная входная группа, чистый светлый подъезд с широкими лестничными маршами.
- В ремонте использовались качественные отделочные материалы.
- Большая остекленная терраса, с видом на озеро.
- Качественные межкомнатные двери.
- Два санузла, ванная комната, сауна которая подарит тепло и уют даже в самые холодные зимние вечера, душевая кабина.
- Остается встроенная кухня из массива дерева, встроенные шкафы- купе, мебель в ванных комнатах. 
- Большая функциональная кухня — с выделенной столовой зоной.
- 3-х метровые высокие потолки.
- Теплые полы.
- Установлена система фильтрации.
- В доме установлен лифт.
- В подъезд дома можно попасть с разных сторон здания.
- Центр города, удачное расположение.
- Тихая закрытая территория, огражденный двор с системой видеоконтроля. 
- Дом бизнес-класса с удобной локацией, статусными соседями и мощной социально-бытовой инфраструктурой. 

Наша квартира — это идеальное место для жизни, отдыха и времяпровождения с друзьями. 

Звоните и записывайтесь на просмотр. Индивидуальный подход к каждому клиенту. 

О нас: Центр недвижимости «Алгоритм» оказывает профессиональные услуги на рынке недвижимости города Петрозаводска и Карелии с 2011 года. 

Работаем с объектами любой сложности. Оказываем бесплатные консультации и помощь в получении ипотеки. 

Рассматриваем все варианты оплаты: наличные, ипотека (в том числе военная), 
работаем с различными сертификатами. 

Расположены: г. Петрозаводск, ул Красная 10, офис. 701.",19000000
857,2,49.7,1,5,"ул. Птицефабрика, 39к2",р-н Птицефабрика,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_497m_15et._2212232515,"Продам 2-ух комнатную квартиру. 
Продажа от собственника. Собственники, в том числе, несовершеннолетние дети, разрешение на продажу будет выдано органами опеки. 
Высокий первый этаж, чистый подъезд, порядочные соседи. 
Комнаты раздельные. Окна на разные стороны. Большая лоджия застеклена алюминиевыми стеклопакетами, снаружи общита сайдингом. На окнах установлены стеклопакеты. 
Во дворе со стороны подъезда большая парковка для автомобилей, с другой стороны дома детская площадка. 
В районе находится д/сад, школа, поликлиника, магазины. 
Отличный вариант для молодой семьи. 
Квартира от собственника!",2900000
858,1,31.5,5,5,"Машезерская ул., 3",р-н Голиковка,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_315m_55et._2298716054,"Продается уютная однокомнатная квартира в расширенном центре. В квартире сделан качественный ремонт, установлены стеклопакеты. Комната объединена с кухней. Рядом находится парк, стадион, магазины, аптеки, остановки общественного транспорта. Всегда есть место для парковки автомобиля!. Чистый подъезд, спокойные доброжелательные соседи. Любая форма оплаты. Один собственник, никто не прописан, обременений нет.",3200000
859,1,37.0,3,5,"ул. Белинского, 15Б",р-н Кукковка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_37m_35et._1713423777,"Новая, под чистовую отделку.
Агенствам недвижимости и прочим посредникам не звонить.
Смешные коммунальные платежи.",3800000
860,4,82.0,1,5,"ул. Калинина, жилые дома",р-н Голиковка,Застройщик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_82m_15et._2283431753,"Ищете квартиру для семьи с детьми? Вашему вниманию максимально продуманная, компактная и очень функциональная 4-комнатная квартира в клубном доме «Речка». 

Клубный дом «Речка» — это уникальный оазис в центре города: чистый воздух, речная прохлада, удаленность от городских магистралей, и близость к самым интересным местам Петрозаводска. Концепция нового, уникального для города, проекта заключается в его неповторимом стиле и месторасположении: дом строится прямо на берегу реки Лососинка, напротив центрального парка города. 

Дом состоит из восьми отдельностоящих 5-этажных секций по 27-30 квартир. В каждой секции — комфортный и надежный, бесшумный лифт, автономное отопление природным газом, кладовые, двор без машин, своя парковка, комбинированные фасады (кирпич, керамогранит, штукатурка), панорамное остекление балконов, расширенные оконные проемы, окна в пол, разноцветные акценты в виде дизайнерских французских балконов и другие приятные преимущества вашего уникального дома. 

Обилие детских и спортивных площадок в непосредственной близости от дома, музеев, театров, клубов, выставочных залов гарантирует свободу выбора досуга семьи. 

Значительное количество квартир будут иметь прекрасные виды на Литейную площадь, площадь Кирова, парк с рекой Лососинка. 

Ввод в эксплуатацию — 3 кв. 2023 года. 

Более подробная информация в отделе продаж по адресу: пл. Литейная, д.3, офис 1. 

Строительство ведется в соответствии с 214-ФЗ. Проектная декларация размещена на сайте застройщика Ооо ""Специализированный застройщик ""ЖК Александровский"".",10900000
861,1,43.0,4,5,"ул. Ровио, 4А",р-н Кукковка,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_43_m_45_et._2065175163,"Предлагаем вашему вниманию однокомнатную квартиру, расположенную на четвертом этаже пятиэтажного, кирпичного дома. Дом построен в 2003 году. Квартира очень теплая, светлая, уютная, площадь 43 кв. М. Установлены пластиковые окна, на полу ламинат. Натяжные потолки в комнате и кухне. Санузел совмещенный, отделан кафельной плиткой. Большая прихожая со встроенным шкафом и гардеробной. Балкон обшит и утеплен, на полу кафельная плитка, установлены стеклопакеты, проведен свет, имеется обогреватель. Новым хозяевам остается кухонный гарнитур со встроенной бытовой техникой, и вся мебель, что вы видите на фото. Квартира без долгов и обременений, никто не прописан, освобождена. Заезжай и живи! 
Особые условия и дополнительные льготы от банков при оформлении ипотеки через федеральное агентство недвижимости «Этажи», полное юридическое сопровождение, гарантия безопасности сделки. Звоните! Номер в базе: 4988019. Район: Кукковка.",4500000
862,4,77.5,1,9,"ул. Торнева, 5",р-н Кукковка,Агентство,,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_775_m_19_et._2332245684,"Арт. 53763529 Доп. Номер Агента — 113 (для набора в тональном режиме).
АН «Метр» предлагает к Продаже 4-х комнатную квартиру Общей площадью 77.5 кв. М. 
Площадь комнат 19.7+7.6+11.8+8 кв. М. 
Есть застеклённая 6-ти метровая лоджия. 
Санузел раздельный, большая ванная комната с полноценной ванной. 
Планировка смежно-изолированная, гостиная объедененна с кухней, остальные три комнаты раздельные. 
Квартира расположена на 1 этаже 9 этажного панельного дома, здание построено в 1988 году. 
Сделан косметический ремонт. Центральное отопление. 
Горячая вода из центрального водоснабжения. 
Дополнительно имеется тамбур и кладовое помещение при входе в квартиру с еще одной дверью. 
Обременений нет.",5950000
863,1,36.0,1,5,"Комсомольский пр-т, 13А",р-н Кукковка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_36m_15et._1114926960,"Обмен на 1, 2-х комнатную на Древлянке (мкр. Древлянка 2, Академический Лицей). Рассмотрю все варианты. Просьба писать в сообщении авито — далее обменяемся телефонами. Состояние квартиры — обычное (могу показать фото, видео). Удобный вариант для бизнеса.",4599999
864,3,84.0,2,4,"Сегежская ул., 6",р-н Каменный Бор,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_84m_24et._2344102405,"В продаже 3-комнатная квартира на втором этаже кирпичного пятиэтажного дома. 

Малоквартирный жилой дом. 

Изолированные спальни, кухня гостиная, ванная комната, туалет, просторная прихожая. 

Гостиная — 25,9 кв. М., спальня — 18,3кв. М., спальня -16,1, прихожая- 14,1кв. М. 

Остаётся при продаже кухонный гарнитур, техника, встроенные шкафы. 

Квартира с интересными дизайнерскими решениями. 

Сам дом в прекрасном состоянии. 

В квартире использованы интересные дизайнерские задумки. 

В доме прекрасные соседи, тихо, спокойно. 

Инфраструктура — все в шаговой доступности: магазины, школы, сады, поликлиники, парки, остановки.",8550000
865,3,68.8,2,9,"район Северная промзона, территория Вороний Наволок",р-н Северная промзона,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_688m_29et._2317019019,"Жилой комплекс «TalojÄRvi» (Город у воды) Новый микрорайон будущего! 

Главной особенностью TalojÄRvi (Город у воды) является то, что все дома находятся на берегу Онежского озера! 

При застройке домов монолитного типа, спроектировано расположение и этажность домов так, что не перекрывает прекрасный вид на Онежское озеро и учтено всё что нужно для микрорайона будущего: 

Карельский лесной массив.

Большая современная школа.

Детский сад.

Спортивные площадки.

Большой парк.

Большое количество парковочных мест.

Каяки-Станция.

Маяк.

Вход в каждый подъезд будет находиться на уровне земли — без ступеней и пандусов можно дойти до лифтов. 

В подъездах выполняется авторский дизайн-проект внутренней отделки и предусмотрены места общего пользования: 

Мебелированный холл для жителей и их гостей.

Колясочные.

Кладовые помещения.

Лапомойка для домашних животных.

Бесшумные лифты финской компании Kone.

Коммуникации: холодная вода от существующих городских сетей, горячая вода и отопление за счет крышной газовой котельной (природный газ). Индивидуальные приборы учета тепла. Низкие коммунальные платежи. 

По периметру дома, в подъездах и лифтах установлена домовая система видеонаблюдения, доступная жильцам комплекса. 

Вдоль Соломенского шоссе будут располагаться: Торговый центр, Автозаправочная станция, Магазин строительных материалов, Мебельный магазин. 

Варианты оплаты: 

Наличный расчет.

Беспроцентная рассрочка.

Ипотека от 5% в ведущих банках.

Зачет имеющегося жилья.

Абсолютно безопасная сделка по системе эскроу счетов! 

Банки партнеры: 

Сбербанк.

Втб.

Райффайзенбанк.

Открытие.

Онлайн камеры позволяют наблюдать за ходом строительства ЖК «TalojÄRvi».",8000000
866,3,69.3,9,9,"Зелёная ул., 4А",р-н Перевалка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_693m_99et._2216573407,"К продаже предлагается 3-конатная квартира. На 9 этаже 9 этажного дома. 
Светлая, просторная, теплая! 
Чудесная панорама на Онего с высоты птичьего полета — фантастические по красоте восходы и закаты все Ваши! 
Дом панельный 2013 г., есть лифт грузовой. Квартира куплена у застройщика Сфк. 
Общая S= 69,3 кв. М., 
жилая S= 43,7 кв. М., широкий коридор, 
лоджия S= 6 кв. М. (пластиковое остекление, утеплена, обшита), 
кухня S= 9,0 кв. М., 
гостиная S = 16,0 кв. М. (с выходом на лоджию), 
детская S= 12,8 кв. М, 
спальня S= 14,9 кв. М. 
Все комнаты отдельные, сан. Узел раздельный, есть кладовая. 
Во дворе: детский сад, детская площадка, спортивная площадка. В шаговой доступности школа 20, ТЦ Лотос Плаза и Сигма, Леруа Мерлен, ТЦ Весна, ТЦ Галактика.",5300000
867,2,47.2,4,9,"Первомайский пр-т, 15",р-н Первомайский,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_472m_49et._2315851485,"Доброго всем времени суток. На Продаже одна из наших собственных квартир. Принадлежит нам с 2017 года. Квартира просторная, уютная и очень тёплая… Без обременений о залогов… В квартире при продаже остаётся вся бытовая техника и мебель… В квартире ни кто не прописан. Прямая продажа от собственника. Без участия третьих лиц… Просмотр в любое удобное время….",4880000
868,1,36.0,1,9,"Лыжная ул., 5",р-н Кукковка,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_36_m_19_et._2331922322,"Арт. 53912991 Доп. Номер Агента — 113 (для набора в тональном режиме).
АН Метр предлагает к Продаже 1-ю комнатную квартиру на Кукковке. 
Общая площадь 36 кв. М., площадь комнаты 18 кв. М. 
Есть застеклённая лоджия и обустроенный подпол под ней. 
Санузел совмещённый, установлена обычная ванна. 
Квартира расположена на 1 этаже 9 этажного панельного дома, здание построено в 1980 году. 
Состояние обычное. 
Центральное отопление. 
Горячая вода из центрального водоснабжения. 
Подходит под ипотеку, мат. Кап., обременений нет, один взрослый собственник.",3140000
869,3,77.5,2,10,"ул. Попова, стр. 10",р-н Древлянка,Застройщик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_775_m_210_et._2216869785,"Новая квартира (74) в ЖК «Каскад».
Дом №10, секция3.",9530000
870,1,35.4,8,12,"ул. Антонова, 8",р-н Ключевая,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_354m_812et._2270713252,"Продается 1 к. К. В хорошем состоянии, 

дом 2011 года постройки, 

ул. Антонова 8, 

восьмой этаж, 

общая площадь 35,4 кв. М., 

лождия 6 кв. М. (застеклена, обшита).

Установлены стеклопакеты, 

прекрасный вид на онежское озеро, 

мебель на кухне со встроенной бытовой техникой, 

санузел совместный, 

вместительный шкаф в прихожей. 

Два лифта (пассажирский и грузовой). 

Все в шаговой доступности: 

школа № 3, детский сад, почта, магазины и мн. Др. 

Один собственник. 

Нет долгов и обременений.",3750000
871,2,45.0,1,3,"Локомотивная ул., 24",р-н Железнодорожный,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_45m_13et._2304826904,"Предлагается к покупке чистая 2комн. Квартира в новом доме со свежим ремонтом! 

Хороший Торг реальному покупателю! 
Дом 2015г. П. 
Квартира в отличном состоянии, на полу — ламинат, потолки — натяжные, санузел — плитка. 
2раздельные комнаты, большая кухня С Окном! (На других этажах окна в кухне нет), просторная прихожая! Есть ниша для встроенного шкафа-купе. 
Санузел совмещённый, 6кв. М. 
Отопление конвекторное, эл. Плита, гор. Вода — бойлер. Качественные коммуникации. 
Панорамные окна с «французскими» балконами. 
Подогрев полов в коридоре и санузле. 
В подвале место под кладовую — 15кв. М. 
Земля вокруг дома в собственности жильцов, есть своё парковочное место! Территория за домом огорожена — отличное место для шашлыков! 
Наружное видеонаблюдение. 
Просторный, безопасный подъезд — есть место для свободного хранения детского транспорта. 
Тихий, спокойный район; в пешей доступности школа, 2 детских сада, магазины, остановки. Недалеко находится Кадетский корпус им. А. Невского. Дом всего на 15 квартир, очень хорошие соседи! 
Низкие коммунальные платежи! 
Квартира освобождена и готова к продаже. Продаётся в связи с переездом.",4149000
872,1,32.4,4,5,"ул. Белинского, 17Б",р-н Кукковка,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_324m_45et._2333820928,"Продам однокомнатную квартиру,32,4 кв. М, 4/5 этаж, солнечная сторона, вид на лес, низкие коммунальные платежи, поскольку газовый котёл ( автономное отопление, горячая вода, газовая плита), а не крышная газовая котельная. Состояние на фото. Вариант для тех, кто хочет все сделать исключительно на свой вкус. Продаю неспешно, просьба звонить реальных покупателей, не риэлтеров.",3700000
873,3,59.1,5,5,"ул. Жуковского, 12",р-н Сулажгора,Собственик,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_591m_55et._2299118577,"Предлагается к продаже трёхкомнатная благоустроенная квартира в районе Сулажгора. Квартира находится на пятом этаже пятиэтажного дома. Основные и существенные преимущества этой очень тёплой, светлой и уютной квартиры: 
~ отдельные комнаты;
~ два встроенных шкафа-кладовки;
~ горячее водоснабжение;
~ электроплита;
~ раздельный санузел;
~ душевая кабина;
~ все окна пластиковые;
~ балкон застеклен;
~ на кухне и прихожей на полу положен линолеум;
~ двойная входная дверь надёжно защитит Вашу квартиру. 
Квартира без долгов и обременений. Два взрослых собственника. 
Рядом расположены магазины, аптека, детский садик, школа, парикмахерские. Все, что нужно для комфортного проживания. Район тихий. 
Просмотр возможен в любое удобное для Вас время! Продажа от собственника. С нашей стороны в услугах посредников не нуждаемся. Если не отвечу на Ваш звонок, пишите или звоните повторно, или я обязательно Вам перезвоню.",3450000
874,3,65.0,1,5,"Чистая ул., 4",р-н Древлянка,Агентство,2022-02-15,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_65m_15et._2338126248,"Многофункциональный центр услуг, предлагает приобрести просторную квартиру в отличном состоянии, в популярном экологически чистом районе города. Район с хорошо развитой инфраструктурой, рядом остановка общественного транспорта, большой магнит, стоматология, салон красоты, фитнес-центр, детский сад № 110, школа 55 и другие образовательные учреждения. Дом 2015 года постройки, низкие коммунальные платежи, ежедневная уборка подъездов и придомовой территории, отличная управляющая компания. Квартира с хорошим свежим ремонтом, две комнаты — отдельно, гостиная совмещена с кухней (есть возможность разделения), ванная и туалет — раздельно. При продаже объекта остается встроенная кухня, холодильник, варочная поверхность, вытяжка. Возможен торг.",8000000
